#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery3
#Serial Number: SN:210415BD5874
#Date Time: 2025-04-06 20:54:34.560
#Trace: Trace 1
#Start: 0 Hz
#Stop: 20000 Hz
#BINs: 8193
#Rate: 40000 Hz
#Samples: 16384
#Channel: C1
#Type: Sample
#Window: Blackman-Harris
#Channel: C1
#Range: 5.20963 V
#Offset: 4.3754e-05 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.22099 V
#Offset: 0.000263673 V
#Attenuation: 1 X
#Channel: F1
#Range: nan V
#Offset: nan V
#Attenuation: 1 X
#Channel: F2
#Range: nan V
#Offset: nan V
#Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 100 Hz
#Period: 10 ms
#Amplitude: 2 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Frequency (Hz),Trace 1 (dBV),Phase (deg)
0,-55.54320405610748,180
2.44140625,-58.67420073568772,4.116139029096277
4.8828125,-67.41459469828123,13.39074324943342
7.32421875,-76.75456619853595,11.19845158725894
9.765625,-82.45367050619822,156.8403748345844
12.20703125,-89.97435677981899,108.9842656037206
14.6484375,-90.95163689249743,17.72700113908352
17.08984375,-84.69973228840061,151.5128788177656
19.53125,-84.4575370641744,134.5836900028269
21.97265625,-93.75625754912838,107.8078112227619
24.4140625,-103.5432233428344,166.2446823810323
26.85546875,-88.78287516705852,156.6465363072041
29.296875,-81.30437251188106,159.399404402994
31.73828125,-80.94057381607919,138.6176002820326
34.1796875,-82.48727265559882,101.935282989454
36.62109375,-89.5544574239712,137.6979176545726
39.0625,-80.61425960779557,39.87200540451808
41.50390625,-75.95280962570803,54.32077831016399
43.9453125,-72.04234093245755,60.27719686394786
46.38671875,-68.12772866921267,48.48189254999309
48.828125,-65.43993012000253,26.81190505577096
51.26953125,-65.01253757596301,6.897247133213753
53.7109375,-67.35993073757989,174.1559254317661
56.15234375,-71.78712847641181,174.2441281325963
58.59375,-75.99960194252625,3.773011556585764
61.03515625,-80.4960846650869,12.2796407313874
63.4765625,-88.56349044291017,88.66820076780138
65.91796875,-81.9414073314789,136.6691147737602
68.359375,-85.27248628958401,131.1600280811131
70.80078125,-104.5587097545756,31.041855744125
73.2421875,-87.34360934682093,112.4810219384132
75.68359375,-87.82889385802139,143.505667289194
78.125,-87.12712735085296,153.1333544092003
80.56640625,-84.16990269237856,110.9160821727615
83.0078125,-82.86448857321369,97.80436434331845
85.44921875,-82.67883981143677,61.85434684777207
87.890625,-81.1190168668427,43.96230930422931
90.33203125,-83.59459149378056,24.09454464991765
92.7734375,-31.97749931593103,170.1025658815506
95.21484375,-10.90590668105978,170.0783426099016
97.65625,-0.4685553990669702,170.0834690617172
100.09765625,2.602812964416941,170.0921258353161
102.5390625,-1.012058008984073,170.0996248568219
104.98046875,-12.12262446327539,170.094763284806
107.421875,-34.40583728371361,170.0066328397487
109.86328125,-81.07051008509285,155.3537922080218
112.3046875,-85.84209351120749,142.4149747326946
114.74609375,-98.60859864592993,64.37595182177428
117.1875,-82.4374177306139,146.3946859030075
119.62890625,-79.22408183046743,153.1442775572744
122.0703125,-80.4087617073334,156.6109214250623
124.51171875,-84.01499352894623,2.885602329200501
126.953125,-83.16800142234788,40.32285265915343
129.39453125,-83.38790500758991,72.12787085288234
131.8359375,-82.44347251289358,93.87877206058668
134.27734375,-86.05905673830816,113.7145978065574
136.71875,-84.08955054298461,66.25291408492303
139.16015625,-76.72367794713134,79.96161766102301
141.6015625,-75.66078459825886,93.49281241602887
144.04296875,-73.26629668508359,110.558482828635
146.484375,-70.75325683852211,108.4750363634289
148.92578125,-70.77783368269364,83.51023301860762
151.3671875,-70.80492527392332,44.24495829031602
153.80859375,-71.57236160565542,21.82014169225348
156.25,-75.71635764783885,21.65988169586609
158.69140625,-79.84991469121384,47.70707823196413
161.1328125,-82.07282297694299,70.20807668033781
163.57421875,-86.63900323506195,127.8227780990228
166.015625,-82.83614244992599,173.8564950718934
168.45703125,-85.66061292736455,11.4001037430491
170.8984375,-87.54286011339298,89.26255370119796
173.33984375,-84.81892627201204,123.7816681324584
175.78125,-88.67689667082817,11.34878019536912
178.22265625,-84.10848155854683,59.13168599799006
180.6640625,-84.4131778600949,56.96468634615572
183.10546875,-88.30378037214567,65.39290696012101
185.546875,-99.21834192640819,124.5428736597376
187.98828125,-89.42565282153858,12.67654553151359
190.4296875,-83.52233978051721,158.577747863906
192.87109375,-73.72185614063432,145.0230302512567
195.3125,-56.50366212914161,155.688061404394
197.75390625,-46.4919475516737,157.4142037328668
200.1953125,-43.65910776060435,157.6479187472272
202.63671875,-47.41779800194229,157.9266410286123
205.078125,-58.2175404400173,159.1016469594373
207.51953125,-77.16711879870741,157.9865537599223
209.9609375,-97.25099238375893,39.29559517363891
212.40234375,-92.75590803061071,91.1340540384921
214.84375,-84.16258010282164,38.77470460550476
217.28515625,-79.93979197205319,14.9126847309598
219.7265625,-79.20911908084869,176.436143890486
222.16796875,-80.30701394794198,159.9383103479882
224.609375,-82.84018216650104,156.7848535309026
227.05078125,-88.34294964029455,145.6790573359697
229.4921875,-94.29642530121652,99.56041128643024
231.93359375,-95.16599621165687,171.4343343336429
234.375,-92.51555472586638,9.071559838814203
236.81640625,-82.03840569914985,110.2286477604147
239.2578125,-75.580406614708,128.4609045415167
241.69921875,-74.00327280211283,144.9466036729955
244.140625,-72.07385271226232,160.8149959662762
246.58203125,-70.64272269634404,160.69928029604
249.0234375,-71.65739272754089,136.4957949039379
251.46484375,-71.87846938464097,96.64300394072286
253.90625,-72.82575588384709,78.92882090767571
256.34765625,-76.63797922603729,87.94951037546787
258.7890625,-78.01183875467557,116.0872032800468
261.23046875,-78.97901653639504,133.2843278249289
263.671875,-84.28668407248446,178.420737300927
266.11328125,-84.56195671615923,50.34987123478793
268.5546875,-101.6773873626983,45.21152091382131
270.99609375,-84.00453909278616,46.93215637154011
273.4375,-80.46477211753367,38.15209006210709
275.87890625,-81.66653696333519,49.76418886872948
278.3203125,-81.1701116547201,75.61728166427835
280.76171875,-79.66550207112248,81.87210407071026
283.203125,-81.96447925756617,82.18150000360237
285.64453125,-90.30809388442556,67.12200713079484
288.0859375,-101.9351080076508,50.3975352033712
290.52734375,-87.95083215651472,96.70519940924216
292.96875,-79.28459118644673,26.80032784243111
295.41015625,-61.82496134602516,154.1941655260648
297.8515625,-52.1112409692864,147.3986088744926
300.29296875,-49.64815566085574,145.9916747777646
302.734375,-53.99443276767158,144.4712637445279
305.17578125,-67.06589142971163,136.9561795728247
307.6171875,-84.7055971586561,156.6863601016511
310.05859375,-82.85693882655463,107.8550366073682
312.5,-86.59839201242862,82.15906014810004
314.94140625,-97.86093243909151,157.8308636229701
317.3828125,-83.17013039241726,56.41652707825051
319.82421875,-78.66309709519845,66.39837046617359
322.265625,-77.91335553286714,65.4549316020814
324.70703125,-80.70681658241689,60.42997413123936
327.1484375,-91.85340374789469,6.792322221205408
329.58984375,-86.25545963516021,101.3389064743431
332.03125,-88.11176719910209,64.994191149088
334.47265625,-91.91543195140466,6.664980443251719
336.9140625,-90.59433438516336,24.78384727472787
339.35546875,-80.12282385791374,5.142839385636826
341.796875,-76.66472172793051,13.20984252222731
344.23828125,-72.65206646352746,29.14636073846175
346.6796875,-70.01343212006586,27.59897904210797
349.12109375,-70.95747412390787,1.769431562207014
351.5625,-71.30897184670727,134.712053133874
354.00390625,-71.05680925524257,111.7056291120148
356.4453125,-73.30044837832429,114.6971179943343
358.88671875,-75.51082985439459,134.4314009196134
361.328125,-78.82078657802708,150.3502368713313
363.76953125,-90.91445639657414,14.84261172140902
366.2109375,-86.25356587402761,110.5354632678313
368.65234375,-85.22442015881099,121.3267900632226
371.09375,-84.0460934627143,149.4648680859717
373.53515625,-83.31025010480799,168.4705683933991
375.9765625,-89.1991978236338,8.151812737834124
378.41796875,-90.15937589349365,92.50310213333316
380.859375,-85.64384871016253,109.403444368603
383.30078125,-88.99431109353733,133.8839046689495
385.7421875,-93.56897618115012,60.66149068435033
388.18359375,-86.93217000141354,97.63583319297884
390.625,-90.80031179139905,100.9783877580274
393.06640625,-91.3402412471609,77.29687927840958
395.5078125,-84.48287471565291,137.7179421947477
397.94921875,-74.08380360930492,2.255021455309933
400.390625,-71.03249791574135,9.899066251609829
402.83203125,-75.40638828056134,25.48500404269206
405.2734375,-82.58794012711668,73.01067913350556
407.71484375,-96.99290068766116,63.94407710876496
410.15625,-87.70432620431536,116.2200204689253
412.59765625,-86.65662801185073,99.80404327417882
415.0390625,-90.00692669574815,53.36918682094946
417.48046875,-84.04609152677975,138.2799133170082
419.921875,-78.70093386975748,103.7133289327382
422.36328125,-77.69044783071435,79.9200799478126
424.8046875,-81.654173314964,70.96611929930965
427.24609375,-98.50775750279028,17.96517939439743
429.6875,-87.17529863034771,117.307531290245
432.12890625,-83.7465178251197,119.7165841435687
434.5703125,-82.81164128988011,132.5470273796681
437.01171875,-81.45354838123085,171.7678079404239
439.453125,-78.66423230941744,22.42254475128152
441.89453125,-76.86271974059987,54.58113109839682
444.3359375,-72.67101532110266,78.81651283369342
446.77734375,-70.5989461420249,74.11416274493003
449.21875,-71.61831809649362,41.73455224652305
451.66015625,-71.02935269943077,178.9397458041741
454.1015625,-70.97491340934847,161.3927989554282
456.54296875,-73.18871579201274,161.810731015865
458.984375,-75.84176612424508,174.2274775204885
461.42578125,-80.11639096465105,11.36417223455147
463.8671875,-86.8132539710963,88.74989999922674
466.30859375,-80.69438099581242,125.9220733883798
468.75,-80.83340297040793,128.1984992953467
471.19140625,-85.22383022309151,146.7128745888479
473.6328125,-91.73335115748698,148.8881923233323
476.07421875,-90.48873952639765,73.64922914238805
478.515625,-89.34993725203401,23.37393700961762
480.95703125,-85.48499124644866,161.2740277181357
483.3984375,-87.47315223120259,176.3674968523827
485.83984375,-89.61125763629934,95.28531413107446
488.28125,-83.78454592771357,129.5035573062615
490.72265625,-86.35376493744397,124.6454320549999
493.1640625,-96.68724872043651,49.07834423836476
495.60546875,-87.83050232813201,119.5850770221778
498.046875,-74.9139694281172,124.8900559813543
500.48828125,-72.28866986140741,121.2108062133828
502.9296875,-75.65292542473362,120.4399629716745
505.37109375,-84.79816915754182,113.1740060241384
507.8125,-86.07503085971615,158.0291183353833
510.25390625,-79.82931569737622,140.9598028708257
512.6953125,-82.04363001875565,135.6195403047604
515.13671875,-95.27926648490664,54.11787044409731
517.578125,-80.37087212446593,169.7865400372507
520.01953125,-78.83760531291229,168.305156320609
522.4609375,-84.24984656658103,164.9912271220308
524.90234375,-96.82390488354771,8.474642774810297
527.34375,-93.24246556614588,147.4814297045155
529.78515625,-86.39230048453675,165.1310758921456
532.2265625,-83.80020387192666,155.2668545225362
534.66796875,-83.95918672463461,156.674578102605
537.109375,-85.07842781188195,25.80419946740758
539.55078125,-80.49133619206864,64.66646473988366
541.9921875,-77.22170855460091,95.28087008194625
544.43359375,-72.28491223106087,121.3103582599797
546.875,-69.78852290173717,120.0494927911976
549.31640625,-70.93716741498292,89.88628100681277
551.7578125,-70.61933490445955,40.31465381550171
554.19921875,-70.05891000350202,14.76263509867097
556.640625,-72.73575805599093,12.33200391583125
559.08203125,-77.25223605952057,42.10253434813555
561.5234375,-78.74843797693057,85.54079143217606
563.96484375,-80.72735636520305,124.1059880364184
566.40625,-82.37175461619361,163.2007059757344
568.84765625,-87.25030608586957,43.11654776712415
571.2890625,-81.06349465297869,110.7143875734018
573.73046875,-79.27612209582466,118.5538009542053
576.171875,-84.70023349612811,125.6579460187832
578.61328125,-94.24891121788579,22.08994475239884
581.0546875,-90.30572765987591,91.09245470196539
583.49609375,-86.27590668293388,144.5293792291525
585.9375,-82.86787353243324,174.1237190903502
588.37890625,-83.08691844394761,5.387198999624411
590.8203125,-93.04422677312826,152.279537570303
593.26171875,-83.76599584413441,32.60483630167275
595.703125,-81.71522685721663,40.08925301838859
598.14453125,-80.56649170465047,94.36270070125508
600.5859375,-77.27916819339458,121.6612339370574
603.02734375,-78.08924345790919,145.7065365319462
605.46875,-81.62032195432946,167.6767047616453
607.91015625,-99.68332484659464,18.92205639143032
610.3515625,-92.23722672667073,148.1652415855146
612.79296875,-124.1785433566671,99.68278815900989
615.234375,-88.57454021293699,169.0122563310828
617.67578125,-79.72774019447166,10.92666642571163
620.1171875,-76.35238770462504,8.377186574546345
622.55859375,-77.2549148597593,0.2162617833397932
625,-80.77628026364727,171.8665635093608
627.44140625,-83.81004982077977,142.2811509746546
629.8828125,-85.40930861141834,101.9891367376264
632.32421875,-85.42098856577141,39.92788885734931
634.765625,-83.76447628851969,34.67753680764621
637.20703125,-82.03836414652935,91.7823591269609
639.6484375,-77.39573707840927,118.5969801843241
642.08984375,-75.84154400097182,137.7583609889039
644.53125,-72.73614255860581,160.7430222207864
646.97265625,-70.61595823439029,156.4926181804879
649.4140625,-71.02253822000181,119.8444832327611
651.85546875,-69.81028288534704,78.40381482061902
654.296875,-70.50844672986918,62.77603298485719
656.73828125,-74.09242987256772,67.50686840655688
659.1796875,-77.06442447431689,89.75795987310946
661.62109375,-80.85060138397472,112.0564339076672
664.0625,-87.87915197818941,23.22607572619698
666.50390625,-81.39792367831534,70.68409045656745
668.9453125,-82.16735335872411,87.40903745017231
671.38671875,-83.32786864366079,115.7596223961733
673.828125,-86.08515437508716,127.9223776219626
676.26953125,-99.01012391366606,101.2153686812261
678.7109375,-84.39409667030031,97.79174244934427
681.15234375,-82.58181299847443,86.61885764034039
683.59375,-85.99102303209315,110.6523028360208
686.03515625,-85.8548486676948,12.55285441416811
688.4765625,-81.96823126881704,46.07802858383979
690.91796875,-85.60292052585822,61.87409057031793
693.359375,-89.27200262574375,11.72592468355275
695.80078125,-80.98877989750645,45.5129428187707
698.2421875,-77.6557219733117,74.11089613689316
700.68359375,-76.78963454558956,87.66367293180701
703.125,-81.76207898317787,94.78731040807195
705.56640625,-89.41128259513697,90.91273726706453
708.0078125,-85.45439717848608,59.76123055916373
710.44921875,-85.38875095221984,61.60520953192649
712.890625,-91.03070206123876,127.655028310279
715.33203125,-84.22188396981949,16.31655116249562
717.7734375,-79.54780348786703,33.95867480506337
720.21484375,-78.74899767044114,27.64856324069642
722.65625,-81.1790608150358,17.09185680348367
725.09765625,-86.19698167078907,24.33082292677557
727.5390625,-88.86817278814151,14.0277016503707
729.98046875,-91.27122042306678,135.5492245553542
732.421875,-84.77983829595743,60.5735735314065
734.86328125,-83.7368674893039,71.83229645368976
737.3046875,-81.80663016189042,154.5157395485449
739.74609375,-76.65969404248028,0.7238789391093959
742.1875,-75.78004596057434,16.33699535716446
744.62890625,-73.06921738994288,32.20959828554989
747.0703125,-71.06493907776637,26.90404329162785
749.51171875,-72.10849385411107,173.2302110444348
751.953125,-70.68682994696184,129.5850643455037
754.39453125,-70.32567992522576,119.2408099597739
756.8359375,-73.64119783453985,130.211342914542
759.27734375,-77.66103132145859,156.3265870028773
761.71875,-80.64373397130184,6.754228981295073
764.16015625,-80.6907843663266,65.15162422400519
766.6015625,-78.02066586903707,90.49962209962577
769.04296875,-81.59166568762336,96.20390469868505
771.484375,-92.98079364271584,13.12175616901181
773.92578125,-82.09343326794885,63.91491876444345
776.3671875,-81.92339886297022,80.255842183204
778.80859375,-83.86539967762226,100.8666995024222
781.25,-86.97895130442802,119.2954854785923
783.69140625,-88.06615496614128,31.521450077203
786.1328125,-80.87002855236464,66.29022023642879
788.57421875,-80.49155829710186,80.74322371942419
791.015625,-88.04892406156453,90.07397791837786
793.45703125,-87.12907963745295,96.50992573518204
795.8984375,-80.53651372799187,79.83758771646434
798.33984375,-78.34057776915687,55.53845725833173
800.78125,-79.04153142770967,41.11885621862733
803.22265625,-87.72299289337479,10.77172369598222
805.6640625,-91.26776024111115,49.79468399012204
808.10546875,-87.35016302503963,154.0118683470037
810.546875,-85.51231410133271,119.6675112345897
812.98828125,-86.2497939691802,131.8480334119815
815.4296875,-86.98615204464508,167.3035375916563
817.87109375,-87.59216139716887,42.14116947749554
820.3125,-84.04756228021546,54.37318633262539
822.75390625,-83.15318229543637,56.37405869050004
